"id","name","pitches","rv_tot","pct_tot","rv_11","pct_11","rv_12","pct_12","rv_13","pct_13","rv_14","pct_14","rv_16","pct_16","rv_17","pct_17","rv_18","pct_18","rv_19","pct_19"
693307,"Dingler, Dillon",4901,5.763227440073148,0.4962845010615711,0,0.24822695035460993,2,0.6234309623430963,0,0.2672413793103448,1,0.5552631578947368,0,0.5876923076923077,1,0.3018867924528302,1,0.6155913978494624,0,0.26973684210526316
641598,"Garver, Mitch",2085,-3.4121990313290063,0.44516129032258067,0,0.1694915254237288,0,0.5789473684210527,0,0.22916666666666666,-1,0.4378698224852071,-1,0.6040268456375839,0,0.2631578947368421,0,0.5234899328859061,-1,0.25
664954,"Sullivan, Brett",2431,-3.301726271155811,0.44153005464480877,0,0.13636363636363635,-1,0.5042735042735043,0,0.125,-1,0.5192307692307693,0,0.6097560975609756,0,0.2786885245901639,0,0.5544554455445545,0,0.20430107526881722
681351,"O'Hoppe, Logan",4944,-8.374291402539203,0.44589450788471996,-1,0.13970588235294118,-2,0.5769230769230769,0,0.345679012345679,-1,0.4880636604774536,-2,0.5679442508710801,0,0.25806451612903225,-1,0.5521628498727735,0,0.24257425742574257
521692,"Perez, Salvador",2931,-5.49165128075572,0.44536271808999084,0,0.21951219512195122,-1,0.52,0,0.16129032258064516,0,0.5727699530516432,0,0.5783132530120482,-1,0.20270270270270271,-3,0.5276381909547738,0,0.26436781609195403
668670,"Rogers, Jake",2028,-1.9955565882402753,0.4676354029062087,0,0.18181818181818182,1,0.6956521739130435,0,0.2647058823529412,-1,0.4393939393939394,-1,0.6491228070175439,0,0.23214285714285715,-1,0.5425531914893617,0,0.27906976744186046
665966,"Narváez, Carlos",3687,4.063678702349597,0.46955245781364635,0,0.13829787234042554,1,0.6234567901234568,1,0.2804878048780488,1,0.5165289256198347,1,0.627906976744186,0,0.3103448275862069,0,0.5527272727272727,1,0.208955223880597
623168,"Heineman, Tyler",2363,3.674969665829188,0.47515151515151516,0,0.10526315789473684,1,0.7063492063492064,1,0.3584905660377358,0,0.4461538461538462,1,0.6107784431137725,0,0.26229508196721313,0,0.532051282051282,0,0.25333333333333335
691788,"Mack, Joe",3404,2.9242069456724153,0.5043547110055424,1,0.2894736842105263,2,0.72,0,0.3235294117647059,0,0.5517241379310345,-1,0.5751295336787565,0,0.26666666666666666,1,0.5498154981549815,1,0.24324324324324326
605170,"Caratini, Victor",4009,3.096330479736254,0.505420054200542,0,0.2222222222222222,0,0.6036036036036037,0,0.29591836734693877,0,0.5109489051094891,4,0.7058823529411765,-1,0.3561643835616438,0,0.5785123966942148,0,0.29605263157894735
669134,"Campusano, Luis",1794,-3.297066601756473,0.4420401854714065,0,0.25,-1,0.5543478260869565,0,0.3,-1,0.48148148148148145,0,0.6168831168831169,0,0.09523809523809523,-2,0.42857142857142855,0,0.21518987341772153
687221,"Rushing, Dalton",3177,-3.2758286766345828,0.4392123287671233,0,0.2028985507246377,0,0.5666666666666667,0,0.22727272727272727,0,0.49767441860465117,-1,0.5203619909502263,-1,0.16666666666666666,-1,0.549800796812749,0,0.22033898305084745
661388,"Contreras, William",5477,-5.115848753309137,0.46904761904761905,-1,0.21428571428571427,-1,0.5539568345323741,-1,0.22115384615384615,-2,0.5025773195876289,0,0.5788235294117647,-1,0.2929936305732484,0,0.607940446650124,-1,0.22439024390243903
